replicate,lag16_match_rate,short_lag_mean,cycle16_contrast,lag32_match_rate
279,0.4717099937033372,0.48487436758954205,-0.013164373886204839,0.45434131736526945
280,0.4735540163713232,0.48456620538265377,-0.011012189011330553,0.4511869118905047
281,0.47413870648556267,0.48419831776481725,-0.010059611279254588,0.4498502994011976
282,0.47305927858235136,0.48460199667589837,-0.01154271809354701,0.4482998289136014
283,0.4742736349734641,0.48460875222406047,-0.010335117250596382,0.44936911890504705
284,0.47067554196275974,0.48433752211534353,-0.013661980152583797,0.4545551753635586
285,0.47391382567239365,0.4850948111380488,-0.011180985465655158,0.45498289136013687
286,0.47539803903930916,0.4849517563041265,-0.009553717264817352,0.4509730538922156
287,0.47548799136457676,0.48486462913388223,-0.009376637769305474,0.4542878528656972
288,0.47431861113609786,0.4852608563866072,-0.010942245250509353,0.45380667236954664
289,0.47188989835387246,0.4852833357963698,-0.013393437442497325,0.4492621899059025
290,0.4755779436898444,0.48504826104590176,-0.009470317356057356,0.45444824636441405
291,0.47184492219123864,0.48415263738286574,-0.0123077151916271,0.450491873396065
292,0.473598992533957,0.48504626379798993,-0.011447271264032943,0.4564264328485885
293,0.47485832508770354,0.4847313667025742,-0.009873041614870681,0.452363130881095
294,0.4717099937033372,0.48443828122621785,-0.012728287522880632,0.4492621899059025
295,0.47296932625708377,0.4850916726992102,-0.012122346442126453,0.4498502994011976
296,0.47229468381757667,0.4848447276509319,-0.012550043833355229,0.45279084687767324
297,0.4736439686965908,0.48365056325283545,-0.010006594556244641,0.4512938408896493
298,0.47665737159305566,0.48464041166216626,-0.007983040069110603,0.4542343883661249
299,0.4748133489250697,0.48575514850466206,-0.010941799579592348,0.4531650983746792
300,0.4734190878834218,0.48402074728630823,-0.010601659402886432,0.45514328485885375
301,0.4750382297382387,0.4847054583960089,-0.0096672286577702,0.4518284858853721
302,0.47494827741297113,0.4847681880028725,-0.009819910589901393,0.45444824636441405
303,0.4747233965998021,0.48521081315114584,-0.01048741655134372,0.45070573139435416
304,0.4734190878834218,0.4850739889917322,-0.011654901108310411,0.45172155688622756
305,0.4715750652154358,0.4854103355962668,-0.013835270380830988,0.45225620188195037
306,0.47400377799766125,0.48458636020424034,-0.010582582206579094,0.4491017964071856
307,0.47440856346136545,0.4849755875031797,-0.010567024041814255,0.45535714285714285
308,0.4733291355581542,0.485330007118529,-0.012000871560374826,0.4548759623609923
309,0.4717099937033372,0.48462163769827077,-0.012911643994933553,0.4514542343883661
310,0.4776918233336332,0.4847172478679526,-0.007025424534319424,0.45674721984602223
311,0.4749033012503373,0.48521825860456097,-0.010314957354223664,0.4518284858853721
312,0.4770171808941261,0.4852377339654564,-0.008220553071330294,0.4511869118905047
313,0.47310425474498513,0.4847709608700897,-0.011666706125104565,0.4574422583404619
314,0.4755779436898444,0.48486487055898764,-0.00928692686914323,0.4515611633875107
315,0.4750382297382387,0.48523933889002174,-0.010201109151783017,0.454073994867408
316,0.4726994692812809,0.4863097580244065,-0.013610288743125587,0.4538601368691189
317,0.47530808671404157,0.4847665124170137,-0.009458425702972117,0.4501710863986313
318,0.47656741926778806,0.4839087544677507,-0.007341335199962662,0.45102651839178787
319,0.4745884681119007,0.48414913326189796,-0.00956066514999726,0.4539136013686912
320,0.47742196635783035,0.4842595317719407,-0.006837565414110347,0.4521492728828058
321,0.47301430241971754,0.48545597023990067,-0.012441667820183133,0.4471770744225834
322,0.47418368264819644,0.4839280071357767,-0.00974432448758028,0.45161462788708295
323,0.4723396599802105,0.48470406015663114,-0.012364400176420653,0.45022455089820357
324,0.4731942070702528,0.48425172933987193,-0.011057522269619147,0.4516680923866553
325,0.47530808671404157,0.4845133769602814,-0.009205290246239839,0.45107998289136014
326,0.4714851128901682,0.4846519193180053,-0.013166806427837074,0.4542343883661249
327,0.4725645407933795,0.4840497044673945,-0.011485163674014975,0.4554640718562874
328,0.47773679949626696,0.48386446391621735,-0.006127664419950385,0.4525235243798118
