replicate,slot_bits_per_event,matched_trigram_bits_per_event,delta_slot_minus_trigram_bits_per_event
326,2.847031257265075,2.395073010366809,0.4519582468982657
327,2.8026918607724474,2.3213603282229913,0.48133153254945604
328,2.8279094189215077,2.347465472726926,0.48044394619458153
329,2.8004966399877715,2.3418850900118837,0.4586115499758878
330,2.805539614531588,2.352767673047443,0.4527719414841447
331,2.8343614766728695,2.361494792813751,0.47286668385911845
332,2.8332103020549857,2.3537713207726583,0.4794389812823274
333,2.7353019208570406,2.3000875624538546,0.435214358403186
334,2.7966094984919536,2.3397097928017776,0.456899705690176
335,2.7741765313256863,2.3314620749543793,0.442714456371307
336,2.7098842075157927,2.2598990641736116,0.4499851433421811
337,2.802115292877242,2.3381818000481096,0.46393349282913254
338,2.8576148077406045,2.4290344019828005,0.428580405757804
339,2.8600169835952576,2.398121399673369,0.4618955839218888
340,2.8181954914361786,2.3551794648978315,0.46301602653834717
341,2.8105277097248744,2.357330745631144,0.45319696409373034
342,2.7600785320402537,2.2928602964769524,0.4672182355633012
343,2.7898619334463044,2.3580139468076426,0.43184798663866175
344,2.9052460174853936,2.461426956299918,0.44381906118547576
345,2.868555186075474,2.4014778172505733,0.4670773688249006
346,2.7281748896240976,2.2506025219789936,0.477572367645104
347,2.850935650871175,2.398968942661518,0.4519667082096568
348,2.8808108908500114,2.4250081511476616,0.45580273970234986
349,2.8898263759180973,2.4663844212895385,0.4234419546285588
350,2.7669747781560012,2.318775127052428,0.44819965110357307
351,2.7912559367608725,2.323544696734556,0.4677112400263166
352,2.894149796081803,2.4368120184897815,0.4573377775920213
353,2.7283641046861247,2.2550199731201204,0.4733441315660043
354,2.7600604552538606,2.284316565984482,0.4757438892693786
355,2.8203975217177493,2.371553511124505,0.4488440105932443
356,2.817981996364656,2.3617766657686268,0.4562053305960294
357,2.7784383192203848,2.3181020966912924,0.46033622252909234
358,2.8076090030169545,2.3437985333820652,0.46381046963488926
359,2.8488611572176263,2.392468437731442,0.45639271948618454
360,2.8227738261704705,2.3497807428082025,0.472993083362268
361,2.8390058861156082,2.379891486819597,0.4591143992960114
362,2.8292111369085933,2.364013587445302,0.46519754946329117
363,2.7776568945205113,2.3233982758092417,0.4542586187112696
364,2.744642032383122,2.2622767493287395,0.48236528305438275
365,2.676159100182951,2.2186279686641464,0.45753113151880465
366,2.8075719959627614,2.3664463310931425,0.4411256648696189
367,2.7850262190059776,2.318681429313724,0.4663447896922537
368,2.867172388132023,2.4020037585378455,0.4651686295941775
369,2.7142379737011955,2.2303894974871277,0.4838484762140678
370,2.876308780060939,2.439357645570569,0.4369511344903696
371,2.6431872801191565,2.1901286533725823,0.45305862674657416
372,2.7772969860108896,2.3231989288672272,0.45409805714366236
373,2.9233076365492283,2.449431815186976,0.4738758213622525
374,2.9596296711970544,2.4976973200431902,0.4619323511538642
375,2.799332546033353,2.3213363728129797,0.47799617322037324
376,2.719723094524435,2.2491522384579743,0.47057085606646076
377,2.876391805021498,2.4201725714034765,0.4562192336180213
378,2.833761183935365,2.38445472398669,0.44930645994867513
379,2.702097830700883,2.229971930480144,0.47212590022073897
380,2.8889267197305877,2.440045432503305,0.4488812872272825
381,2.718333973379499,2.249543165013102,0.4687908083663972
382,2.9463635291102612,2.495505818632409,0.45085771047785217
383,2.867770810624168,2.43233957077282,0.435431239851348
384,2.7362536432833404,2.2539768651180756,0.4822767781652648
385,2.805448015377842,2.328569681517471,0.47687833386037104
386,2.780212590651607,2.2996995576479797,0.48051303300362713
387,2.782597146786469,2.322816766338283,0.45978038044818614
388,2.7981010690598485,2.3450151993759354,0.45308586968391307
389,2.8415306923277934,2.405701810208027,0.43582888211976645
390,2.864080476276462,2.4074854432378947,0.4565950330385671
