view,order,leaf_group,folio,locus,total_bits,total_events,glyph_bits,glyph_events,boundary_bits,boundary_events,oov_events,bits_per_event,glyph_bits_per_glyph
token_reset_eot,3,f102,f102r1,"f102r1.6,+P0",43.1864887696303,22,42.45128455654209,18,0.7352042130882112,4,0,1.9630222168013773,2.3584046975856716
token_reset_eot,3,f102,f102r1,"f102r1.7,@Lc",19.716328076149143,8,19.65798113839367,7,0.05834693775547275,1,0,2.464541009518643,2.808283019770524
token_reset_eot,3,f102,f102r1,"f102r1.8,@P0",109.57116124946145,47,106.71001136285918,39,2.8611498866022753,8,0,2.331301303180031,2.7361541375092098
token_reset_eot,3,f102,f102r1,"f102r1.9,+P0",110.10537728597262,49,108.58693156383588,42,1.5184457221367584,7,0,2.2470485160402576,2.585403132472283
token_reset_eot,3,f102,f102r2,"f102r2.1,@Lc",25.59620151085209,7,25.50842793552917,6,0.08777357532292104,1,0,3.6566002158360127,4.251404655921529
token_reset_eot,3,f102,f102r2,"f102r2.10,+P0",108.38751807033722,41,106.14693631754504,32,2.2405817527921763,9,0,2.643598001715542,3.3170917599232825
token_reset_eot,3,f102,f102r2,"f102r2.11,+P0",137.14283590217272,53,124.53103492839115,41,12.611800973781532,12,0,2.587600677399485,3.0373423153266135
token_reset_eot,3,f102,f102r2,"f102r2.12,+P0",101.67668950850297,43,92.25423872419015,33,9.422450784312815,10,0,2.3645741746163482,2.7955829916421258
token_reset_eot,3,f102,f102r2,"f102r2.13,@Lc",44.21672643429866,9,44.10072792235721,8,0.11599851194144876,1,0,4.912969603810962,5.512590990294651
token_reset_eot,3,f102,f102r2,"f102r2.16,@P0",145.58018516649543,47,143.78925954643677,39,1.7909256200586492,8,0,3.097450748223307,3.6869040909342763
token_reset_eot,3,f102,f102r2,"f102r2.17,+P0",146.02681688644384,55,142.73626347240256,45,3.290553414041299,10,0,2.6550330342989787,3.17191696605339
token_reset_eot,3,f102,f102r2,"f102r2.18,+P0",91.66479191485479,49,88.6969920962885,38,2.967799818566291,11,0,1.870710039078669,2.3341313709549603
token_reset_eot,3,f102,f102r2,"f102r2.19,+P0",135.70254449654917,57,119.26672617173907,45,16.435818324810096,12,0,2.3807463946763012,2.6503716927053125
token_reset_eot,3,f102,f102r2,"f102r2.2,@P0",122.27952773953643,33,117.69602959499969,25,4.583498144536744,8,0,3.705440234531407,4.707841183799988
token_reset_eot,3,f102,f102r2,"f102r2.20,+P0",111.64230358482644,41,93.34534962903545,32,18.296953955791,9,0,2.7229830142640594,2.917042175907358
token_reset_eot,3,f102,f102r2,"f102r2.21,@Lf",28.611248130441425,9,25.05693170166334,8,3.5543164287780815,1,0,3.179027570049047,3.1321164627079177
token_reset_eot,3,f102,f102r2,"f102r2.22,@Lf",29.692069810638806,10,29.633965088724196,9,0.05810472191461011,1,0,2.9692069810638806,3.2926627876360217
token_reset_eot,3,f102,f102r2,"f102r2.3,+P0",77.12144348216289,33,73.45712422120965,27,3.664319260953236,6,0,2.337013438853421,2.7206342304151723
token_reset_eot,3,f102,f102r2,"f102r2.4,+P0",89.26450736464173,36,86.87935131950995,29,2.385156045131793,7,0,2.479569649017826,2.995839700672757
token_reset_eot,3,f102,f102r2,"f102r2.5,+P0",78.15440463617941,35,72.89509611534744,27,5.259308520831974,8,0,2.232982989605126,2.699818374642498
token_reset_eot,3,f102,f102r2,"f102r2.6,+P0",94.9890760692652,45,88.24999137030743,36,6.7390846989577735,9,0,2.110868357094782,2.451388649175206
token_reset_eot,3,f102,f102r2,"f102r2.8,@P0",117.16465469736897,47,108.95640653312073,38,8.208248164248253,9,0,2.492864993561042,2.867273856134756
token_reset_eot,3,f102,f102r2,"f102r2.9,+P0",134.24264455804843,49,129.60569561182564,40,4.636948946222747,9,0,2.739645807307111,3.2401423902956408
token_reset_eot,3,f102,f102v1,"f102v1.1,@Lc",23.21347751275582,7,23.196401104275438,6,0.01707640848038279,1,0,3.316211073250831,3.866066850712573
token_reset_eot,3,f102,f102v1,"f102v1.10,+P0",100.0971661792543,46,98.58297285987467,36,1.5141933193796557,10,0,2.1760253517229198,2.7384159127742964
token_reset_eot,3,f102,f102v1,"f102v1.11,+P0",94.49080269449838,48,91.59048435613778,38,2.9003183383605977,10,0,1.9685583894687164,2.410275904108889
token_reset_eot,3,f102,f102v1,"f102v1.12,+P0",127.3949776938927,45,120.18615483613125,35,7.208822857761455,10,1,2.8309995043087266,3.4338901381751787
token_reset_eot,3,f102,f102v1,"f102v1.13,+P0",95.92495057442177,44,93.466314634312,34,2.4586359401097697,10,0,2.18011251305504,2.749009253950353
token_reset_eot,3,f102,f102v1,"f102v1.14,+P0",61.13102174450423,25,59.72146540685727,20,1.4095563376469562,5,0,2.4452408697801693,2.9860732703428634
token_reset_eot,3,f102,f102v1,"f102v1.16,@Lf",19.195112984157742,8,19.164040570240296,7,0.031072413917447604,1,0,2.3993891230197177,2.7377200814628995
token_reset_eot,3,f102,f102v1,"f102v1.17,@Lf",24.146008626545747,9,24.1149362126283,8,0.031072413917447604,1,0,2.6828898473939717,3.0143670265785376
